solv_i_id,solv_i_name,molefrac_i,T,ln_gamma_i
kdb_solvent_63 / kdb_solvent_248,ISOBUTANOL / DIMETHYL SULFIDE,0.0555 / 0.9445,365.65,-0.2704 / -4.8743
kdb_solvent_63 / kdb_solvent_248,ISOBUTANOL / DIMETHYL SULFIDE,0.0955 / 0.9045,365.65,-0.2811 / -4.8353
kdb_solvent_63 / kdb_solvent_248,ISOBUTANOL / DIMETHYL SULFIDE,0.1371 / 0.8629,365.65,-0.3225 / -4.7827
kdb_solvent_63 / kdb_solvent_248,ISOBUTANOL / DIMETHYL SULFIDE,0.2013 / 0.7987,365.65,-0.3486 / -4.8092
kdb_solvent_63 / kdb_solvent_248,ISOBUTANOL / DIMETHYL SULFIDE,0.2500 / 0.7500,365.65,-0.3375 / -4.7790
kdb_solvent_63 / kdb_solvent_248,ISOBUTANOL / DIMETHYL SULFIDE,0.3605 / 0.6395,365.65,-0.3185 / -4.7574
kdb_solvent_63 / kdb_solvent_248,ISOBUTANOL / DIMETHYL SULFIDE,0.4156 / 0.5844,365.65,-0.2803 / -4.8130
kdb_solvent_63 / kdb_solvent_248,ISOBUTANOL / DIMETHYL SULFIDE,0.4631 / 0.5369,365.65,-0.2344 / -4.7691
kdb_solvent_63 / kdb_solvent_248,ISOBUTANOL / DIMETHYL SULFIDE,0.5908 / 0.4092,365.65,-0.1602 / -4.8980
kdb_solvent_63 / kdb_solvent_248,ISOBUTANOL / DIMETHYL SULFIDE,0.6874 / 0.3126,365.65,-0.0968 / -5.0626
kdb_solvent_63 / kdb_solvent_248,ISOBUTANOL / DIMETHYL SULFIDE,0.8063 / 0.1937,365.65,-0.0443 / -5.3558
kdb_solvent_63 / kdb_solvent_248,ISOBUTANOL / DIMETHYL SULFIDE,0.9273 / 0.0727,365.65,-0.0024 / -5.9122
kdb_solvent_63 / kdb_solvent_248,ISOBUTANOL / DIMETHYL SULFIDE,0.0551 / 0.9449,378.15,-0.1999 / -4.6526
kdb_solvent_63 / kdb_solvent_248,ISOBUTANOL / DIMETHYL SULFIDE,0.0826 / 0.9174,378.15,-0.2959 / -4.6814
kdb_solvent_63 / kdb_solvent_248,ISOBUTANOL / DIMETHYL SULFIDE,0.1131 / 0.8869,378.15,-0.2979 / -4.6080
kdb_solvent_63 / kdb_solvent_248,ISOBUTANOL / DIMETHYL SULFIDE,0.1397 / 0.8603,378.15,-0.3172 / -4.6130
kdb_solvent_63 / kdb_solvent_248,ISOBUTANOL / DIMETHYL SULFIDE,0.1587 / 0.8413,378.15,-0.2973 / -4.6180
kdb_solvent_63 / kdb_solvent_248,ISOBUTANOL / DIMETHYL SULFIDE,0.1912 / 0.8088,378.15,-0.3048 / -4.5894
kdb_solvent_63 / kdb_solvent_248,ISOBUTANOL / DIMETHYL SULFIDE,0.2245 / 0.7755,378.15,-0.3071 / -4.5816
kdb_solvent_63 / kdb_solvent_248,ISOBUTANOL / DIMETHYL SULFIDE,0.2574 / 0.7426,378.15,-0.3121 / -4.5629
kdb_solvent_63 / kdb_solvent_248,ISOBUTANOL / DIMETHYL SULFIDE,0.3193 / 0.6807,378.15,-0.2845 / -4.5687
kdb_solvent_63 / kdb_solvent_248,ISOBUTANOL / DIMETHYL SULFIDE,0.3483 / 0.6517,378.15,-0.2597 / -4.5755
kdb_solvent_63 / kdb_solvent_248,ISOBUTANOL / DIMETHYL SULFIDE,0.4034 / 0.5966,378.15,-0.2182 / -4.5728
kdb_solvent_63 / kdb_solvent_248,ISOBUTANOL / DIMETHYL SULFIDE,0.4207 / 0.5793,378.15,-0.2190 / -4.5841
kdb_solvent_63 / kdb_solvent_248,ISOBUTANOL / DIMETHYL SULFIDE,0.5071 / 0.4929,378.15,-0.1763 / -4.5258
kdb_solvent_63 / kdb_solvent_248,ISOBUTANOL / DIMETHYL SULFIDE,0.5729 / 0.4271,378.15,-0.1242 / -4.6760
kdb_solvent_63 / kdb_solvent_248,ISOBUTANOL / DIMETHYL SULFIDE,0.6510 / 0.3490,378.15,-0.0815 / -4.7744
kdb_solvent_63 / kdb_solvent_248,ISOBUTANOL / DIMETHYL SULFIDE,0.7060 / 0.2940,378.15,-0.0498 / -4.8346
kdb_solvent_63 / kdb_solvent_248,ISOBUTANOL / DIMETHYL SULFIDE,0.8005 / 0.1995,378.15,-0.0054 / -5.1111
kdb_solvent_63 / kdb_solvent_248,ISOBUTANOL / DIMETHYL SULFIDE,0.9400 / 0.0600,378.15,-0.0249 / -5.5428
kdb_solvent_18 / kdb_solvent_1,BENZENE / ETHANOL,0.0860 / 0.9140,343.9,1.4229 / 0.0940
kdb_solvent_18 / kdb_solvent_1,BENZENE / ETHANOL,0.1120 / 0.8880,342.9,1.2539 / 0.1411
kdb_solvent_18 / kdb_solvent_1,BENZENE / ETHANOL,0.1200 / 0.8800,342.7,1.2797 / 0.1216
kdb_solvent_18 / kdb_solvent_1,BENZENE / ETHANOL,0.1580 / 0.8420,342.2,1.1052 / 0.1469
kdb_solvent_18 / kdb_solvent_1,BENZENE / ETHANOL,0.2000 / 0.8000,341.6,0.9834 / 0.1724
kdb_solvent_18 / kdb_solvent_1,BENZENE / ETHANOL,0.3080 / 0.6920,340.8,0.6865 / 0.2824
kdb_solvent_18 / kdb_solvent_1,BENZENE / ETHANOL,0.4420 / 0.5580,340.8,0.4094 / 0.4347
kdb_solvent_18 / kdb_solvent_1,BENZENE / ETHANOL,0.6040 / 0.3960,341.2,0.2080 / 0.6481
kdb_solvent_18 / kdb_solvent_1,BENZENE / ETHANOL,0.7700 / 0.2300,342.7,0.0708 / 0.9400
kdb_solvent_18 / kdb_solvent_1,BENZENE / ETHANOL,0.8150 / 0.1850,343.5,0.0500 / 1.0271
kdb_solvent_18 / kdb_solvent_1,BENZENE / ETHANOL,0.8410 / 0.1590,344,0.0594 / 1.0530
kdb_solvent_18 / kdb_solvent_1,BENZENE / ETHANOL,0.8980 / 0.1020,345.8,0.0474 / 1.1539
kdb_solvent_18 / kdb_solvent_1,BENZENE / ETHANOL,0.9240 / 0.0760,346.9,0.0331 / 1.2426
kdb_solvent_13 / kdb_solvent_16,METHANOL / WATER,0.0120 / 0.9880,370,1.1053 / 0.0037
kdb_solvent_13 / kdb_solvent_16,METHANOL / WATER,0.0260 / 0.9740,368.8,0.6906 / 0.0120
kdb_solvent_13 / kdb_solvent_16,METHANOL / WATER,0.1020 / 0.8980,360.6,0.6017 / 0.0104
kdb_solvent_13 / kdb_solvent_16,METHANOL / WATER,0.1400 / 0.8600,357.9,0.5556 / -0.0007
kdb_solvent_13 / kdb_solvent_16,METHANOL / WATER,0.1750 / 0.8250,356,0.4840 / 0.0165
kdb_solvent_13 / kdb_solvent_16,METHANOL / WATER,0.4730 / 0.5270,346.8,0.1317 / 0.2143
kdb_solvent_13 / kdb_solvent_16,METHANOL / WATER,0.5260 / 0.4740,345.7,0.1035 / 0.2352
kdb_solvent_13 / kdb_solvent_16,METHANOL / WATER,0.5400 / 0.4600,345.5,0.0934 / 0.2391
kdb_solvent_13 / kdb_solvent_16,METHANOL / WATER,0.5650 / 0.4350,345.1,0.0681 / 0.2918
kdb_solvent_13 / kdb_solvent_16,METHANOL / WATER,0.5850 / 0.4150,344.6,0.0656 / 0.3022
kdb_solvent_13 / kdb_solvent_16,METHANOL / WATER,0.6620 / 0.3380,343.7,0.0248 / 0.2940
kdb_solvent_13 / kdb_solvent_16,METHANOL / WATER,0.6750 / 0.3250,343,0.0411 / 0.3059
kdb_solvent_13 / kdb_solvent_16,METHANOL / WATER,0.7140 / 0.2860,342.2,0.0303 / 0.3672
kdb_solvent_13 / kdb_solvent_16,METHANOL / WATER,0.8500 / 0.1500,340,-0.0021 / 0.5535
kdb_solvent_13 / kdb_solvent_16,METHANOL / WATER,0.8900 / 0.1100,339.3,0.0066 / 0.4303
kdb_solvent_13 / kdb_solvent_16,METHANOL / WATER,0.9200 / 0.0800,338.8,0.0023 / 0.5422
kdb_solvent_32 / kdb_solvent_19,ACETONE / N-HEPTANE,0.1180 / 0.8820,338.15,1.0588 / 0.0455
kdb_solvent_32 / kdb_solvent_19,ACETONE / N-HEPTANE,0.2380 / 0.7620,338.15,0.7130 / 0.1274
kdb_solvent_32 / kdb_solvent_19,ACETONE / N-HEPTANE,0.4130 / 0.5870,338.15,0.4616 / 0.2959
kdb_solvent_32 / kdb_solvent_19,ACETONE / N-HEPTANE,0.4900 / 0.5100,338.15,0.3552 / 0.3852
kdb_solvent_32 / kdb_solvent_19,ACETONE / N-HEPTANE,0.5780 / 0.4220,338.15,0.2589 / 0.5826
kdb_solvent_32 / kdb_solvent_19,ACETONE / N-HEPTANE,0.7100 / 0.2900,338.15,0.1481 / 0.7830
kdb_solvent_32 / kdb_solvent_19,ACETONE / N-HEPTANE,0.7530 / 0.2470,338.15,0.1362 / 0.8513
kdb_solvent_32 / kdb_solvent_19,ACETONE / N-HEPTANE,0.8670 / 0.1330,338.15,0.0447 / 1.1700
kdb_solvent_51 / kdb_solvent_41,"1,2-DICHLOROETHANE / ETHYLBENZENE",0.0800 / 0.9200,401.8,-0.5543 / 0.0729
kdb_solvent_51 / kdb_solvent_41,"1,2-DICHLOROETHANE / ETHYLBENZENE",0.1200 / 0.8800,397.5,-0.4163 / 0.1211
kdb_solvent_51 / kdb_solvent_41,"1,2-DICHLOROETHANE / ETHYLBENZENE",0.1490 / 0.8510,394.5,-0.3128 / 0.1377
kdb_solvent_51 / kdb_solvent_41,"1,2-DICHLOROETHANE / ETHYLBENZENE",0.1600 / 0.8400,393,-0.1541 / 0.0822
kdb_solvent_51 / kdb_solvent_41,"1,2-DICHLOROETHANE / ETHYLBENZENE",0.2100 / 0.7900,388,-0.0792 / 0.1098
kdb_solvent_51 / kdb_solvent_41,"1,2-DICHLOROETHANE / ETHYLBENZENE",0.3250 / 0.6750,380.9,-0.0626 / 0.1128
kdb_solvent_51 / kdb_solvent_41,"1,2-DICHLOROETHANE / ETHYLBENZENE",0.3360 / 0.6640,380.15,-0.0608 / 0.1234
kdb_solvent_51 / kdb_solvent_41,"1,2-DICHLOROETHANE / ETHYLBENZENE",0.4830 / 0.5170,372.8,-0.0322 / 0.0624
kdb_solvent_51 / kdb_solvent_41,"1,2-DICHLOROETHANE / ETHYLBENZENE",0.5480 / 0.4520,370.15,-0.0423 / 0.0893
kdb_solvent_51 / kdb_solvent_41,"1,2-DICHLOROETHANE / ETHYLBENZENE",0.6050 / 0.3950,368.15,-0.0432 / 0.0387
kdb_solvent_51 / kdb_solvent_41,"1,2-DICHLOROETHANE / ETHYLBENZENE",0.6540 / 0.3460,365.95,-0.0158 / -0.1172
kdb_solvent_51 / kdb_solvent_41,"1,2-DICHLOROETHANE / ETHYLBENZENE",0.7330 / 0.2670,363.65,-0.0532 / 0.1231
kdb_solvent_51 / kdb_solvent_41,"1,2-DICHLOROETHANE / ETHYLBENZENE",0.7680 / 0.2320,362.45,-0.0426 / 0.0011
kdb_solvent_51 / kdb_solvent_41,"1,2-DICHLOROETHANE / ETHYLBENZENE",0.8030 / 0.1970,361.2,-0.0401 / 0.0345
kdb_solvent_51 / kdb_solvent_41,"1,2-DICHLOROETHANE / ETHYLBENZENE",0.8780 / 0.1220,359.75,-0.0666 / 0.0836
kdb_solvent_51 / kdb_solvent_41,"1,2-DICHLOROETHANE / ETHYLBENZENE",0.9460 / 0.0540,357.6,-0.0578 / 0.0953
kdb_solvent_51 / kdb_solvent_41,"1,2-DICHLOROETHANE / ETHYLBENZENE",0.9800 / 0.0200,356.55,-0.0514 / -0.2587
kdb_solvent_51 / kdb_solvent_25,"1,2-DICHLOROETHANE / P-XYLENE",0.0260 / 0.9740,406.4,0.0296 / 0.0173
kdb_solvent_51 / kdb_solvent_25,"1,2-DICHLOROETHANE / P-XYLENE",0.0620 / 0.9380,402.2,-0.1806 / 0.0752
kdb_solvent_51 / kdb_solvent_25,"1,2-DICHLOROETHANE / P-XYLENE",0.1240 / 0.8760,396.95,-0.2195 / 0.1141
kdb_solvent_51 / kdb_solvent_25,"1,2-DICHLOROETHANE / P-XYLENE",0.1520 / 0.8480,393.15,-0.0943 / 0.1221
kdb_solvent_51 / kdb_solvent_25,"1,2-DICHLOROETHANE / P-XYLENE",0.1750 / 0.8250,393,-0.2169 / 0.1438
kdb_solvent_51 / kdb_solvent_25,"1,2-DICHLOROETHANE / P-XYLENE",0.2140 / 0.7860,389.1,-0.0778 / 0.0924
kdb_solvent_51 / kdb_solvent_25,"1,2-DICHLOROETHANE / P-XYLENE",0.2700 / 0.7300,384.85,-0.0440 / 0.0848
kdb_solvent_51 / kdb_solvent_25,"1,2-DICHLOROETHANE / P-XYLENE",0.2780 / 0.7220,383.35,-0.0006 / 0.0861
kdb_solvent_51 / kdb_solvent_25,"1,2-DICHLOROETHANE / P-XYLENE",0.3960 / 0.6040,377,-0.0150 / 0.0702
kdb_solvent_51 / kdb_solvent_25,"1,2-DICHLOROETHANE / P-XYLENE",0.4310 / 0.5690,374.75,0.0023 / 0.0665
kdb_solvent_51 / kdb_solvent_25,"1,2-DICHLOROETHANE / P-XYLENE",0.4940 / 0.5060,371.55,0.0073 / 0.0683
kdb_solvent_51 / kdb_solvent_25,"1,2-DICHLOROETHANE / P-XYLENE",0.5660 / 0.4340,368.8,-0.0068 / 0.0672
kdb_solvent_51 / kdb_solvent_25,"1,2-DICHLOROETHANE / P-XYLENE",0.6320 / 0.3680,366.65,-0.0275 / 0.1047
kdb_solvent_51 / kdb_solvent_25,"1,2-DICHLOROETHANE / P-XYLENE",0.7040 / 0.2960,364.4,-0.0416 / 0.1357
kdb_solvent_51 / kdb_solvent_25,"1,2-DICHLOROETHANE / P-XYLENE",0.7490 / 0.2510,363,-0.0404 / 0.0710
kdb_solvent_51 / kdb_solvent_25,"1,2-DICHLOROETHANE / P-XYLENE",0.8140 / 0.1860,361,-0.0476 / 0.1660
kdb_solvent_51 / kdb_solvent_25,"1,2-DICHLOROETHANE / P-XYLENE",0.8730 / 0.1270,359.55,-0.0497 / -0.0715
kdb_solvent_51 / kdb_solvent_25,"1,2-DICHLOROETHANE / P-XYLENE",0.9190 / 0.0810,358.25,-0.0530 / 0.0207
kdb_solvent_51 / kdb_solvent_25,"1,2-DICHLOROETHANE / P-XYLENE",0.9780 / 0.0220,356.55,-0.0484 / -0.6920
kdb_solvent_184 / kdb_solvent_44,DI-N-PROPYL ETHER / N-OCTANE,0.0840 / 0.9160,363.15,-0.2434 / 0.0825
kdb_solvent_184 / kdb_solvent_44,DI-N-PROPYL ETHER / N-OCTANE,0.2140 / 0.7860,363.15,-0.1420 / 0.1280
kdb_solvent_184 / kdb_solvent_44,DI-N-PROPYL ETHER / N-OCTANE,0.3270 / 0.6730,363.15,-0.1226 / 0.1025
kdb_solvent_184 / kdb_solvent_44,DI-N-PROPYL ETHER / N-OCTANE,0.3930 / 0.6070,363.15,-0.0097 / 0.1770
kdb_solvent_184 / kdb_solvent_44,DI-N-PROPYL ETHER / N-OCTANE,0.4540 / 0.5460,363.15,0.0180 / 0.1719
kdb_solvent_184 / kdb_solvent_44,DI-N-PROPYL ETHER / N-OCTANE,0.4920 / 0.5080,363.15,-0.0021 / 0.0764
kdb_solvent_184 / kdb_solvent_44,DI-N-PROPYL ETHER / N-OCTANE,0.5250 / 0.4750,363.15,-0.0058 / 0.1531
kdb_solvent_184 / kdb_solvent_44,DI-N-PROPYL ETHER / N-OCTANE,0.6330 / 0.3670,363.15,0.0438 / 0.1946
kdb_solvent_184 / kdb_solvent_44,DI-N-PROPYL ETHER / N-OCTANE,0.7500 / 0.2500,363.15,0.0776 / 0.0718
kdb_solvent_184 / kdb_solvent_44,DI-N-PROPYL ETHER / N-OCTANE,0.8670 / 0.1330,363.15,0.0575 / 0.1443
kdb_solvent_184 / kdb_solvent_44,DI-N-PROPYL ETHER / N-OCTANE,0.8950 / 0.1050,363.15,0.0760 / 0.0173
kdb_solvent_184 / kdb_solvent_123,DI-N-PROPYL ETHER / N-NONANE,0.1060 / 0.8940,363.15,-0.1504 / 0.0178
kdb_solvent_184 / kdb_solvent_123,DI-N-PROPYL ETHER / N-NONANE,0.1550 / 0.8450,363.15,-0.2286 / -0.0674
kdb_solvent_184 / kdb_solvent_123,DI-N-PROPYL ETHER / N-NONANE,0.2000 / 0.8000,363.15,-0.1659 / -0.0846
kdb_solvent_184 / kdb_solvent_123,DI-N-PROPYL ETHER / N-NONANE,0.2500 / 0.7500,363.15,-0.1301 / 0.0741
kdb_solvent_184 / kdb_solvent_123,DI-N-PROPYL ETHER / N-NONANE,0.3560 / 0.6440,363.15,-0.1255 / 0.0807
kdb_solvent_184 / kdb_solvent_123,DI-N-PROPYL ETHER / N-NONANE,0.3910 / 0.6090,363.15,-0.0637 / 0.0703
kdb_solvent_184 / kdb_solvent_123,DI-N-PROPYL ETHER / N-NONANE,0.5940 / 0.4060,363.15,-0.0650 / 0.0186
kdb_solvent_184 / kdb_solvent_123,DI-N-PROPYL ETHER / N-NONANE,0.6850 / 0.3150,363.15,-0.0312 / 0.2330
kdb_solvent_184 / kdb_solvent_123,DI-N-PROPYL ETHER / N-NONANE,0.8430 / 0.1570,363.15,-0.0219 / 0.2065
kdb_solvent_184 / kdb_solvent_123,DI-N-PROPYL ETHER / N-NONANE,0.8860 / 0.1140,363.15,0.0044 / 0.4649
kdb_solvent_184 / kdb_solvent_123,DI-N-PROPYL ETHER / N-NONANE,0.9730 / 0.0270,363.15,0.0037 / 0.7251
kdb_solvent_65 / kdb_solvent_13,METHYL PROPIONATE / METHANOL,0.0465 / 0.9535,298.15,1.1834 / 0.0102
kdb_solvent_65 / kdb_solvent_13,METHYL PROPIONATE / METHANOL,0.0979 / 0.9021,298.15,1.0425 / 0.0215
kdb_solvent_65 / kdb_solvent_13,METHYL PROPIONATE / METHANOL,0.1508 / 0.8492,298.15,0.9132 / 0.0422
kdb_solvent_65 / kdb_solvent_13,METHYL PROPIONATE / METHANOL,0.2066 / 0.7934,298.15,0.7970 / 0.0673
kdb_solvent_65 / kdb_solvent_13,METHYL PROPIONATE / METHANOL,0.2821 / 0.7179,298.15,0.6456 / 0.1164
kdb_solvent_65 / kdb_solvent_13,METHYL PROPIONATE / METHANOL,0.3099 / 0.6901,298.15,0.5992 / 0.1357
kdb_solvent_65 / kdb_solvent_13,METHYL PROPIONATE / METHANOL,0.4128 / 0.5872,298.15,0.4401 / 0.2262
kdb_solvent_65 / kdb_solvent_13,METHYL PROPIONATE / METHANOL,0.4992 / 0.5008,298.15,0.3303 / 0.3190
kdb_solvent_65 / kdb_solvent_13,METHYL PROPIONATE / METHANOL,0.5726 / 0.4274,298.15,0.2501 / 0.4129
kdb_solvent_65 / kdb_solvent_13,METHYL PROPIONATE / METHANOL,0.5800 / 0.4200,298.15,0.2450 / 0.4195
kdb_solvent_65 / kdb_solvent_13,METHYL PROPIONATE / METHANOL,0.6438 / 0.3562,298.15,0.1844 / 0.5181
kdb_solvent_65 / kdb_solvent_13,METHYL PROPIONATE / METHANOL,0.6821 / 0.3179,298.15,0.1463 / 0.5871
kdb_solvent_65 / kdb_solvent_13,METHYL PROPIONATE / METHANOL,0.7894 / 0.2106,298.15,0.0734 / 0.8061
kdb_solvent_65 / kdb_solvent_13,METHYL PROPIONATE / METHANOL,0.8028 / 0.1972,298.15,0.0712 / 0.8278
kdb_solvent_65 / kdb_solvent_13,METHYL PROPIONATE / METHANOL,0.8817 / 0.1183,298.15,0.0325 / 1.0547
kdb_solvent_65 / kdb_solvent_13,METHYL PROPIONATE / METHANOL,0.9163 / 0.0837,298.15,0.0180 / 1.1723
kdb_solvent_65 / kdb_solvent_13,METHYL PROPIONATE / METHANOL,0.9594 / 0.0406,298.15,0.0079 / 1.4014
kdb_solvent_65 / kdb_solvent_1,METHYL PROPIONATE / ETHANOL,0.0368 / 0.9632,298.15,1.1164 / 0.0002
kdb_solvent_65 / kdb_solvent_1,METHYL PROPIONATE / ETHANOL,0.0743 / 0.9257,298.15,1.0264 / 0.0093
kdb_solvent_65 / kdb_solvent_1,METHYL PROPIONATE / ETHANOL,0.1325 / 0.8675,298.15,0.9040 / 0.0237
kdb_solvent_65 / kdb_solvent_1,METHYL PROPIONATE / ETHANOL,0.1784 / 0.8216,298.15,0.7998 / 0.0458
kdb_solvent_65 / kdb_solvent_1,METHYL PROPIONATE / ETHANOL,0.2364 / 0.7636,298.15,0.7006 / 0.0707
kdb_solvent_65 / kdb_solvent_1,METHYL PROPIONATE / ETHANOL,0.3181 / 0.6819,298.15,0.5580 / 0.1284
kdb_solvent_65 / kdb_solvent_1,METHYL PROPIONATE / ETHANOL,0.3800 / 0.6200,298.15,0.4698 / 0.1760
kdb_solvent_65 / kdb_solvent_1,METHYL PROPIONATE / ETHANOL,0.4587 / 0.5413,298.15,0.3655 / 0.2535
kdb_solvent_65 / kdb_solvent_1,METHYL PROPIONATE / ETHANOL,0.5142 / 0.4858,298.15,0.3053 / 0.3115
kdb_solvent_65 / kdb_solvent_1,METHYL PROPIONATE / ETHANOL,0.5759 / 0.4241,298.15,0.2401 / 0.3928
kdb_solvent_65 / kdb_solvent_1,METHYL PROPIONATE / ETHANOL,0.6531 / 0.3469,298.15,0.1726 / 0.5045
kdb_solvent_65 / kdb_solvent_1,METHYL PROPIONATE / ETHANOL,0.7229 / 0.2771,298.15,0.1176 / 0.6311
kdb_solvent_65 / kdb_solvent_1,METHYL PROPIONATE / ETHANOL,0.8151 / 0.1849,298.15,0.0658 / 0.8219
kdb_solvent_65 / kdb_solvent_1,METHYL PROPIONATE / ETHANOL,0.9049 / 0.0951,298.15,0.0257 / 1.1080
kdb_solvent_65 / kdb_solvent_1,METHYL PROPIONATE / ETHANOL,0.9520 / 0.0480,298.15,0.0216 / 1.3024
kdb_solvent_65 / kdb_solvent_1,METHYL PROPIONATE / ETHANOL,0.9722 / 0.0278,298.15,0.0150 / 1.5459
kdb_solvent_60 / kdb_solvent_18,N-HEXANE / BENZENE,0.7740 / 0.2260,303.15,-0.0005 / 0.3469
kdb_solvent_60 / kdb_solvent_18,N-HEXANE / BENZENE,0.5870 / 0.4130,303.15,0.0596 / 0.2312
kdb_solvent_60 / kdb_solvent_18,N-HEXANE / BENZENE,0.4400 / 0.5600,303.15,0.1438 / 0.1472
kdb_solvent_60 / kdb_solvent_18,N-HEXANE / BENZENE,0.3030 / 0.6970,303.15,0.2547 / 0.0757
kdb_solvent_60 / kdb_solvent_18,N-HEXANE / BENZENE,0.2410 / 0.7590,303.15,0.3201 / 0.0523
kdb_solvent_60 / kdb_solvent_18,N-HEXANE / BENZENE,0.1540 / 0.8460,303.15,0.4276 / 0.0226
kdb_solvent_60 / kdb_solvent_18,N-HEXANE / BENZENE,0.0770 / 0.9230,303.15,0.5388 / 0.0033
kdb_solvent_60 / kdb_solvent_18,N-HEXANE / BENZENE,0.0490 / 0.9510,303.15,0.5880 / 0.0066
kdb_solvent_60 / kdb_solvent_18,N-HEXANE / BENZENE,0.7740 / 0.2260,313.15,0.0012 / 0.3224
kdb_solvent_60 / kdb_solvent_18,N-HEXANE / BENZENE,0.5870 / 0.4130,313.15,0.0612 / 0.2066
kdb_solvent_60 / kdb_solvent_18,N-HEXANE / BENZENE,0.4400 / 0.5600,313.15,0.1432 / 0.1205
kdb_solvent_60 / kdb_solvent_18,N-HEXANE / BENZENE,0.3030 / 0.6970,313.15,0.2611 / 0.0560
kdb_solvent_60 / kdb_solvent_18,N-HEXANE / BENZENE,0.2410 / 0.7590,313.15,0.3298 / 0.0358
kdb_solvent_60 / kdb_solvent_18,N-HEXANE / BENZENE,0.1540 / 0.8460,313.15,0.4388 / 0.0076
kdb_solvent_60 / kdb_solvent_18,N-HEXANE / BENZENE,0.0770 / 0.9230,313.15,0.5561 / -0.0056
kdb_solvent_60 / kdb_solvent_18,N-HEXANE / BENZENE,0.0490 / 0.9510,313.15,0.6057 / -0.0019
kdb_solvent_60 / kdb_solvent_18,N-HEXANE / BENZENE,0.7740 / 0.2260,323.15,0.0034 / 0.3052
kdb_solvent_60 / kdb_solvent_18,N-HEXANE / BENZENE,0.5870 / 0.4130,323.15,0.0517 / 0.2069
kdb_solvent_60 / kdb_solvent_18,N-HEXANE / BENZENE,0.4400 / 0.5600,323.15,0.1173 / 0.1296
kdb_solvent_60 / kdb_solvent_18,N-HEXANE / BENZENE,0.3030 / 0.6970,323.15,0.2204 / 0.0708
kdb_solvent_60 / kdb_solvent_18,N-HEXANE / BENZENE,0.2410 / 0.7590,323.15,0.2816 / 0.0505
kdb_solvent_60 / kdb_solvent_18,N-HEXANE / BENZENE,0.1540 / 0.8460,323.15,0.3358 / 0.0357
kdb_solvent_60 / kdb_solvent_18,N-HEXANE / BENZENE,0.0770 / 0.9230,323.15,0.4694 / 0.0065
kdb_solvent_60 / kdb_solvent_18,N-HEXANE / BENZENE,0.0490 / 0.9510,323.15,0.5158 / 0.0047
kdb_solvent_60 / kdb_solvent_18,N-HEXANE / BENZENE,0.7740 / 0.2260,333.15,0.0094 / 0.2805
kdb_solvent_60 / kdb_solvent_18,N-HEXANE / BENZENE,0.5870 / 0.4130,333.15,0.0539 / 0.1889
kdb_solvent_60 / kdb_solvent_18,N-HEXANE / BENZENE,0.4400 / 0.5600,333.15,0.1147 / 0.1146
kdb_solvent_60 / kdb_solvent_18,N-HEXANE / BENZENE,0.3030 / 0.6970,333.15,0.2068 / 0.0613
kdb_solvent_60 / kdb_solvent_18,N-HEXANE / BENZENE,0.2410 / 0.7590,333.15,0.2576 / 0.0448
kdb_solvent_60 / kdb_solvent_18,N-HEXANE / BENZENE,0.1540 / 0.8460,333.15,0.3387 / 0.0191
kdb_solvent_60 / kdb_solvent_18,N-HEXANE / BENZENE,0.0770 / 0.9230,333.15,0.4282 / 0.0069
kdb_solvent_60 / kdb_solvent_18,N-HEXANE / BENZENE,0.0490 / 0.9510,333.15,0.4605 / 0.0059
kdb_solvent_60 / kdb_solvent_3,N-HEXANE / TOLUENE,0.8980 / 0.1020,293.15,1.2559 / 0.5688
kdb_solvent_60 / kdb_solvent_3,N-HEXANE / TOLUENE,0.7660 / 0.2340,293.15,1.2795 / 0.4037
kdb_solvent_60 / kdb_solvent_3,N-HEXANE / TOLUENE,0.6940 / 0.3060,293.15,1.2536 / 1.2032
kdb_solvent_60 / kdb_solvent_3,N-HEXANE / TOLUENE,0.6300 / 0.3700,293.15,1.3194 / 0.2969
kdb_solvent_60 / kdb_solvent_3,N-HEXANE / TOLUENE,0.4940 / 0.5060,293.15,1.3561 / 0.1619
kdb_solvent_60 / kdb_solvent_3,N-HEXANE / TOLUENE,0.3920 / 0.6080,293.15,1.4498 / 0.1259
kdb_solvent_60 / kdb_solvent_3,N-HEXANE / TOLUENE,0.3060 / 0.6940,293.15,1.4925 / 0.0681
kdb_solvent_60 / kdb_solvent_3,N-HEXANE / TOLUENE,0.1850 / 0.8150,293.15,1.6119 / 0.0383
kdb_solvent_60 / kdb_solvent_3,N-HEXANE / TOLUENE,0.1400 / 0.8600,293.15,1.6455 / 0.0194
kdb_solvent_60 / kdb_solvent_3,N-HEXANE / TOLUENE,0.8980 / 0.1020,298.15,1.2218 / 0.4924
kdb_solvent_60 / kdb_solvent_3,N-HEXANE / TOLUENE,0.7660 / 0.2340,298.15,1.2393 / 0.4102
kdb_solvent_60 / kdb_solvent_3,N-HEXANE / TOLUENE,0.6940 / 0.3060,298.15,1.2612 / 0.3282
kdb_solvent_60 / kdb_solvent_3,N-HEXANE / TOLUENE,0.6300 / 0.3700,298.15,1.2840 / 0.2753
kdb_solvent_60 / kdb_solvent_3,N-HEXANE / TOLUENE,0.4940 / 0.5060,298.15,1.3215 / 0.1632
kdb_solvent_60 / kdb_solvent_3,N-HEXANE / TOLUENE,0.3920 / 0.6080,298.15,1.4068 / 0.1315
